image,caption
./images/train/1353.jpg,"A box of益达口香糖, with green packaging and a box of 20240203"
./images/train/1354.jpg,A man takes a photo of the view from a glass wall
./images/train/1355.jpg,A busy street corner in Shanghai.
./images/train/1356.jpg,"The building has a sign that says ""Joy City"" on it."
./images/train/1357.jpg,Chart showing the number of annual killings by the Public Security Bureau of those established by the Organic Law of the Public Security Bureau from 1995 to 2021
./images/train/1358.jpg,Miami Marlins pitcher Jordan Holloway shows off his unique mustache and hair style.
./images/train/1359.jpg,"Night view of the city, with trees in the foreground and skyscrapers in the background."
./images/train/136.jpg,A sidewalk between two fields of crops.
./images/train/1360.jpg,"The video is blurred, and the top Up主 ""麻木水心"" has been managed.<ref> The owner</ref><box>(187,316),(818,758)</box> of the B站 account was criticized for making unfavorable comments about商业化 factors."
./images/train/1361.jpg,escalators in a building
./images/train/1362.jpg,"Picture shows the scene of a large traffic jam on a road in Hangzhou, East China's Zhejiang Province, Sept. 24, 2011. A large number of vehicles were stuck in the traffic jam, which was caused by a collision between a bus and a truck. No serious injuries were reported. (Xinhua/Li Zhipeng)"
./images/train/1363.jpg,A building with a sign that says '明茂乐网' in front of it.
./images/train/1364.jpg,A notice about the relocation of a store in a shopping mall in Chongqing.
./images/train/1365.jpg,A sign for Guanggu 4th Road in the window of a subway car.
./images/train/1366.jpg,A man and a dog in a bathroom.
./images/train/1367.jpg,Night view of the lake with the city lights in the background
./images/train/1368.jpg,A wall on the side of a building
./images/train/1369.jpg,"The movie version of ""Ku7 the Light"" was released, and the audience gave a good score."
./images/train/137.jpg,"A classroom with a smart board and a chalkboard. On the smart board is a video playing of a man looking at a night sky. On the chalkboard is written ""AP Physics 1 Summer School 2019""."
./images/train/1370.jpg,A mountain view from the top of Mount Qingcheng.
./images/train/1371.jpg,"The entrance to Fantasy Forest, with a yellow castle and blue roofs."
./images/train/1372.jpg,The entrance of Shanghai Disneyland.
./images/train/1373.jpg,A city street in China with lots of ads on the buildings.
./images/train/1374.jpg,"In the picture, a temple is hidden among the branches of a blossoming cherry tree."
./images/train/1375.jpg,The fans all gathered at the entrance to the mall to welcome EXO's arrival.
./images/train/1376.jpg,A pagoda behind blooming trees.
./images/train/1377.jpg,"A table filled with plates of food, including meat, vegetables, and soup."
./images/train/1378.jpg,"The 1975, aesthetic, and music image"
./images/train/1379.jpg,A stage with a singer wearing white and green clothes holding a guitar.
./images/train/138.jpg,Dog standing on its hind legs looking through the door.
./images/train/1380.jpg,Photo of a man on a stage in front of a screen with the words 2020 Xi Jinping.
./images/train/1381.jpg,A bouquet of pink roses and blue flowers are placed together in the flower shop.
./images/train/1382.jpg,"A protest by Tesla owners in China, photo from the Weibo account of the e-commerce industry."
./images/train/1383.jpg,A road with a no parking sign and multiple motorcycles parked on the side of the road.
./images/train/1384.jpg,A map of the location of the雁荡山瀑布景区
./images/train/1385.jpg,A board displaying the exam schedule of students at Zhejiang University.
./images/train/1386.jpg,不明所以的猫咪
./images/train/1387.jpg,Screenshot of a girl with a blue backpack on her back
./images/train/1388.jpg,"A cartoon figure in a bed with the words ""起床学习高数了"" above it."
./images/train/1389.jpg,A plate of stir-fried cellophane noodles with cabbage and green onions.
./images/train/139.jpg,"A model of the new city of Nansha, with the airport in the foreground and the harbor in the background."
./images/train/1390.jpg,A plate of Chinese style stir fried sweet potato noodles.
./images/train/1391.jpg,"A leg with a large, dark brown burn on it."
./images/train/1392.jpg,A page from a book with the equation 1/x+1/x+1/x+1/x written on it
./images/train/1393.jpg,"The picture shows several levels of red packets, the highest is ""I wish you a happy new year""，the second is ""I know I care about you"", the third is ""How come I see you"", the fourth is ""Two people in one heart"", the fifth is ""I really want to be with you"" and the last one is ""Five seasons, four seas I think of you""."
./images/train/1394.jpg,"图中是一个卡通人物抱着鼠标的样子，配文是""极品康价值劳动去世""，可能是在玩某款游戏时去世了"
./images/train/1395.jpg,A包纸皮核桃500g
./images/train/1396.jpg,A pack of EDI pure water wet wipes.
./images/train/1397.jpg,All the lights are red on the control panel.
./images/train/1398.jpg,A piece of wall has been knocked down to the floor.
./images/train/1399.jpg,A building with lights on in the night
./images/train/14.jpg,Four girls walking down the street with their backpacks on.
./images/train/140.jpg,"The night view of the AIA Building in Shanghai, with the two towers connected by a loggia and the red AIA logo on the upper part of the middle floor."
./images/train/1400.jpg,A large building with Chinese writing on it.
./images/train/1401.jpg,"A plate of food with noodles, beans, and meat."
./images/train/1402.jpg,A Chinese woman wearing a mask was shopping for lingerie.
./images/train/1403.jpg,"A toll booth on the G15 Shanghai-Nanjing Expressway, one of the busiest highways in China."
./images/train/1404.jpg,A nighttime view of a building with its windows illuminated.
./images/train/1405.jpg,Aerial view of a beautiful campus.
./images/train/1406.jpg,A table and chairs set up outside by a lake.
./images/train/1407.jpg,"The large building has a sign that says ""Data City""."
./images/train/1408.jpg,Blurry close up of red curtains
./images/train/1409.jpg,Some men standing in front of a wall with Chinese characters
./images/train/141.jpg,A screen shows the status of the spacecraft and its movements.
./images/train/1410.jpg,"An aerial view of Zhejiang University, located in Hangzhou, one of the best universities in China."
./images/train/1411.jpg,A city with tall buildings and trees in the foreground.
./images/train/1412.jpg,Night view of the sea
./images/train/1413.jpg,A view of the West Lake from the viewing platform on the Hangzhou Olympic Sports Center Station.
./images/train/1414.jpg,"Sony's game machine has affected many young people in China, even麻省理工学院的教授."
./images/train/1415.jpg,A panda in the grass
./images/train/1416.jpg,"Tourists sit on a bridge overlooking a pond in a pavilion in Fuzhou, China."
./images/train/1417.jpg,The store name is written in Chinese characters.
./images/train/1418.jpg,The park is full of yellow and white tulips.
./images/train/1419.jpg,"A video grab shows Chinese military police holding up their guns in the air as they stand in a line on a football pitch. The sign on the wall reads ""Dare to fight, dare to win""."
./images/train/142.jpg,A volunteer writes down the test results on a whiteboard.
./images/train/1420.jpg,"Photo shows multiple cans of Friso milk powder on the ground, stacked in five layers in total."
./images/train/1421.jpg,A flat-screen TV on a table in a room.
./images/train/1422.jpg,"The sun is setting behind the clouds, painting the sky with warm colors."
./images/train/1423.jpg,A white and gray cat playing with a blue bag's zipper pull.
./images/train/1424.jpg,A picture of the band playing live.
./images/train/1425.jpg,A person on a stage in front of a screen with blue Chinese characters.
./images/train/1426.jpg,A banner with Tianjin written on it
./images/train/1427.jpg,The yellow wall of the temple is adorned with a sign that says 'Yongxiao Temple'. There are two dragon heads on both sides of the sign.
./images/train/1428.jpg,"A round cake with blue frosting, with two企鹅 holding a heart with the date 2022.8.2."
./images/train/1429.jpg,A mooncake with a building and the words 'Gather together in the moon' on it.
./images/train/143.jpg,"A large screen with a red background and gold lettering on it, saying ""时光名弦璀璨迎新"" in English and Chinese."
./images/train/1430.jpg,A pond with trees in the background
./images/train/1431.jpg,A bowl of noodles with beef and vegetables.
./images/train/1432.jpg,The image shows a piece of paper with various equations and a diagram of a triangle.
./images/train/1433.jpg,A river flows through a frozen landscape under a night sky filled with stars and a full moon.
./images/train/1434.jpg,A green car with the word carvana above it
./images/train/1435.jpg,"A sign on a door in a restaurant in China, advertising the use of a WeChat app to place an order."
./images/train/1436.jpg,People walking in front of a library.
./images/train/1437.jpg,Screenshot of the game of poker
./images/train/1438.jpg,Screenshot of the value input page with a decimal value of 0.99
